8,3
8,2,3
8,7,3
8,5,3
8,5,2,3
8,5,7,3
8,9,7,3
8,2,7,3
8,7,5,3
8,10,5,3
8,2,5,3
8,7,4,3
8,2,4,3
8,7,2,3
8,5,1,2,3
8,2,4,7,3
8,2,5,7,3
8,10,5,7,3
8,5,2,7,3
8,7,2,5,3
8,2,7,5,3
8,9,7,5,3
8,11,10,5,3
8,2,1,5,3
8,7,2,4,3
8,2,7,4,3
8,9,7,4,3
8,5,7,4,3
8,5,2,4,3
8,7,4,2,3
8,10,5,2,3
8,7,5,2,3
8,9,7,2,3
8,5,7,2,3
