2,8
2,3,8
2,7,8
2,5,8
2,4,3,8
2,5,10,8
2,7,9,8
2,4,7,8
2,5,7,8
2,3,7,8
2,3,5,8
2,7,5,8
2,1,5,8
2,5,3,8
2,7,3,8
2,7,4,3,8
2,5,10,11,8
2,7,5,10,8
2,3,5,10,8
2,1,5,10,8
2,5,7,9,8
2,4,7,9,8
2,3,7,9,8
2,5,3,7,8
2,3,4,7,8
2,1,5,7,8
2,3,5,7,8
2,4,3,7,8
2,4,3,5,8
2,7,3,5,8
2,3,7,5,8
2,4,7,5,8
2,1,0,5,8
2,1,5,3,8
2,7,5,3,8
2,5,7,3,8
2,4,7,3,8
