3,8
3,2,8
3,7,8
3,5,8
3,4,2,8
3,5,10,8
3,7,9,8
3,4,7,8
3,5,7,8
3,2,7,8
3,7,5,8
3,2,5,8
3,5,2,8
3,7,2,8
3,5,1,2,8
3,5,10,11,8
3,7,5,10,8
3,2,5,10,8
3,5,7,9,8
3,4,7,9,8
3,2,7,9,8
3,5,2,7,8
3,2,4,7,8
3,2,5,7,8
3,4,2,7,8
3,4,2,5,8
3,7,2,5,8
3,2,7,5,8
3,4,7,5,8
3,2,1,5,8
3,7,4,2,8
3,7,5,2,8
3,5,7,2,8
3,4,7,2,8
