20,15,12
20,21,12
20,21,15,12
20,15,11,12
20,21,22,12
20,15,22,12
20,15,21,12
20,21,17,12
20,15,17,12
20,14,15,12
20,21,15,11,12
20,14,15,22,12
20,15,17,22,12
20,21,17,22,12
20,15,21,22,12
20,21,15,22,12
20,15,17,21,12
20,15,22,21,12
20,14,15,21,12
20,14,15,17,12
20,15,21,17,12
20,15,22,17,12
20,21,22,17,12
20,21,15,17,12
20,21,22,15,12
20,18,14,15,12
20,21,17,15,12
20,21,17,13,12
20,15,17,13,12
20,14,15,11,12
20,18,10,11,12
20,14,10,11,12
20,18,10,8,9,12
20,18,14,15,22,12
20,21,15,17,22,12
20,15,21,17,22,12
20,14,15,17,22,12
20,14,15,21,22,12
20,15,17,21,22,12
20,15,17,23,22,12
20,21,17,23,22,12
20,21,17,15,22,12
20,15,22,17,21,12
20,14,15,17,21,12
20,15,17,22,21,12
20,14,15,22,21,12
20,18,14,15,21,12
20,21,22,15,17,12
20,14,15,21,17,12
20,15,22,21,17,12
20,21,15,22,17,12
20,15,21,22,17,12
20,14,15,22,17,12
20,21,22,23,17,12
20,15,22,23,17,12
20,18,14,15,17,12
20,18,10,11,15,12
20,18,10,14,15,12
20,21,22,17,15,12
20,21,17,22,15,12
20,14,10,11,15,12
20,21,22,17,13,12
20,15,22,17,13,12
20,15,21,17,13,12
20,14,15,17,13,12
20,21,15,17,13,12
20,14,10,8,11,12
20,14,18,10,11,12
20,18,14,10,11,12
20,15,14,10,11,12
20,21,17,15,11,12
20,18,14,15,11,12
20,21,22,15,11,12
20,18,10,8,11,12
20,14,10,8,9,12
20,15,11,8,9,12
20,15,17,13,9,12
20,21,17,13,9,12
