5,3
5,2,3
5,8,3
5,7,3
5,1,2,3
5,7,8,3
5,10,8,3
5,2,8,3
5,8,7,3
5,2,7,3
5,7,4,3
5,2,4,3
5,7,2,3
5,8,2,3
5,0,1,2,3
5,7,2,8,3
5,2,7,8,3
5,7,9,8,3
5,10,11,8,3
5,1,2,8,3
5,8,2,7,3
5,2,4,7,3
5,2,8,7,3
5,10,8,7,3
5,8,9,7,3
5,1,2,7,3
5,8,2,4,3
5,7,2,4,3
5,2,7,4,3
5,8,7,4,3
5,1,2,4,3
5,7,4,2,3
5,8,7,2,3
5,10,8,2,3
5,7,8,2,3
