0,1,2
0,5,2
0,5,1,2
0,5,8,2
0,5,7,2
0,1,5,2
0,5,3,2
0,1,5,3,2
0,1,5,8,2
0,5,7,8,2
0,5,10,8,2
0,5,3,8,2
0,1,5,7,2
0,5,8,7,2
0,5,3,7,2
0,5,7,4,2
0,5,3,4,2
0,5,7,3,2
0,5,8,3,2
0,5,7,4,3,2
0,5,7,3,8,2
0,5,3,7,8,2
0,1,5,7,8,2
0,5,7,9,8,2
0,1,5,10,8,2
0,5,10,11,8,2
0,1,5,3,8,2
0,5,8,3,7,2
0,5,3,4,7,2
0,5,3,8,7,2
0,5,10,8,7,2
0,1,5,8,7,2
0,5,8,9,7,2
0,1,5,3,7,2
0,5,8,3,4,2
0,5,7,3,4,2
0,5,3,7,4,2
0,5,8,7,4,2
0,1,5,7,4,2
0,1,5,3,4,2
0,5,8,7,3,2
0,1,5,7,3,2
0,5,10,8,3,2
0,5,7,8,3,2
0,1,5,8,3,2
